равняются,rɐvnʲæjʊt͡sə
всеоружиями,fsʲɪɐruʐɨjəmʲɪ
учим,ut͡ɕɪm
краснопёркам,krəsnɐpʲɵrkəm
вирамою,vʲɪraməjʊ
включавшийся,fklʲʉt͡ɕafʂɨjsʲə
обсдачам,ɐbzdat͡ɕəm
дифференциалу,dʲɪfʲɪrʲɪnt͡sɨaɫʊ
мускулисто,mʊskʊlʲistə
отведавши,ɐtvʲedəfʂɨ
хрустели,xrʊsʲtʲelʲɪ
подношениям,pədnɐʂɛnʲɪjəm
пополняясь,pəpɐɫnʲæjɪsʲ
аутопсиями,ɐʊtɐpsʲijəmʲɪ
снизошла,sʲnʲɪzɐʂɫa
спальным,spalʲnɨm
парикмахеров,pərʲɪkmaxʲɪrəf
зрелостью,zrʲeɫəsʲtʲjʊ
упорядочит,ʊpɐrʲadət͡ɕɪt
штанина,ʂtɐnʲinə
размежует,rəzmʲɪʐujɪt
бомбёжка,bɐm⁽ʲ⁾bʲɵʂkə
отмечет,ɐtmʲet͡ɕɪt
сперму,spʲermʊ
творчествами,tvort͡ɕɪstvəmʲɪ
реинкарнируй,rʲeɪnkɐrnʲirʊj
треплу,trʲɪpɫu
повыше,pɐvɨʂɨ
чурались,t͡ɕʊralʲɪsʲ
перебежав,pʲɪrʲɪbʲɪʐaf
выписка,vɨpʲɪskə
конфессий,kɐnfʲesʲːɪj
символами,sʲimvəɫəmʲɪ
знатны,znɐtnɨ
оккультизмах,ɐkʊlʲtʲizməx
приживающийся,prʲɪʐɨvajʉɕːɪjsʲə
сеете,sʲejɪtʲe
тужилось,tuʐɨɫəsʲ
отелям,ɐtɛlʲəm
заставу,zɐstavʊ
подвешиваниях,pɐdvʲeʂɨvənʲɪjəx
тура,turə
бубнит,bʊbnʲit
замораживающий,zəmɐraʐɨvəjʉɕːɪj
погремушками,pəɡrʲɪmuʂkəmʲɪ
рысях,rɨsʲəx
облицуй,ɐblʲɪt͡suj
вылечивали,vɨlʲet͡ɕɪvəlʲɪ
самостроях,səmɐstrojəx
растворялась,rəstvɐrʲaɫəsʲ
контрой,kontrəj
уволился,ʊvolʲɪɫs⁽ʲ⁾ə
опекунства,ɐpʲɪkunstvə
поселимся,pəsʲɪlʲimsʲə
почтой,pot͡ɕtəj
вафельницу,vafʲɪlʲnʲɪt͡sʊ
мусоровозах,mʊsərɐvozəx
сменить,smʲɪnʲitʲ
разливаетесь,rəz⁽ʲ⁾lʲɪvajɪtʲɪsʲ
телепередачи,tʲelʲɪpʲɪrʲɪdat͡ɕɪ
вытягивает,vɨtʲæɡʲɪvəjɪt
гемоглобины,ɡʲɪməɡɫɐbʲinɨ
обыгрывавши,ɐbɨɡrɨvəfʂɨ
возмущайся,vəzmʊɕːæjsʲə
парафразой,pərɐfrazəj
разоблачаются,rəzəbɫɐt͡ɕæjʊt͡sə
рокотав,rəkɐtaf
выстрелим,vɨstrʲɪlʲɪm
полуведром,poɫʊvʲɪdrom
таксидермисты,təksʲɪdɨrmʲistɨ
косплейщик,kɐsplʲejɕːɪk
разнашиваемый,rɐznaʂɨvəjɪmɨj
приспособляемся,prʲɪspəsɐblʲæjɪmsʲə
растревожат,rəstrʲɪvoʐət
отведаю,ɐtvʲedəjʊ
многоножкою,mnəɡɐnoʂkəjʊ
надстраиваетесь,nɐt͡straɪvəjɪtʲɪsʲ
разворачивавшийся,rəzvɐrat͡ɕɪvəfʂɨjsʲə
бровары,brəvɐrɨ
поди,pɐdʲi
агитируя,ɐɡʲɪtʲirʊjə
недоедят,nʲɪdəjɪdʲat
лептами,lʲeptəmʲɪ
анон,ɐnon
колесницы,kəlʲɪsʲnʲit͡sɨ
русофилам,rʊsɐfʲiɫəm
конфузах,kɐnfuzəx
гондонами,ɡɐndonəmʲɪ
тираненный,tʲɪranʲɪnːɨj
оттопыривши,ɐtːɐpɨrʲɪfʂɨ
воспринимай,vəsprʲɪnʲɪmaj
лапочке,ɫapət͡ɕkʲe
националисте,nət͡sɨənɐlʲisʲtʲe
ягуар,jɪɡʊar
шуршит,ʂʊrʂɨt
выпрыгивало,vɨprɨɡʲɪvəɫə
гимн,ɡʲimn
отгородили,ɐdɡərɐdʲilʲɪ
замышляю,zəmɨʂlʲæjʊ
перемыкал,pʲɪrʲɪmɨkaɫ
бабам,babəm
постеливший,pəsʲtʲɪlʲifʂɨj
вывихнул,vɨvʲɪxnʊɫ
обкатываешь,ɐpkatɨvəjɪʂ
горловинами,ɡərɫɐvʲinəmʲɪ
дребезга,drʲebʲɪzɡə
посетительницами,pəsʲɪtʲitʲɪlʲnʲɪt͡səmʲɪ
подтасуют,pətːɐsujʊt
грохотавший,ɡrəxɐtafʂɨj
передумываем,pʲɪrʲɪdumɨvəjɪm
навивкою,nɐvʲifkəjʊ
пышки,pɨʂkʲɪ
переломивши,pʲɪrʲɪɫɐmʲifʂɨ
поверенный,pɐvʲerʲɪnːɨj
рецензируете,rʲɪt͡sɨn⁽ʲ⁾zʲirʊjɪtʲe
нотации,nɐtat͡sɨɪ
беднея,bʲɪdʲnʲejə
салатовый,sɐɫatəvɨj
накидки,nɐkʲitkʲɪ
поехавший,pɐjexəfʂɨj
хреновках,xrʲɪnofkəx
приготавливавшись,prʲɪɡɐtavlʲɪvəfʂɨsʲ
отечествами,ɐtʲet͡ɕɪstvəmʲɪ
узурпаторам,ʊzʊrpatərəm
перераспределении,pʲɪrʲɪrəsprʲɪdʲɪlʲenʲɪɪ
евреем,jɪvrʲejɪm
обварили,ɐbvɐrʲilʲɪ
успении,ʊspʲenʲɪɪ
побрили,pɐbrʲilʲɪ
коснувшийся,kɐsnufʂɨjsʲə
образовывайся,ɐbrɐzovɨvəjsʲə
атакую,ɐtɐkujʊ
инфляциею,ɪnflʲat͡sɨjɪjʊ
рыбарь,rɨbərʲ
чекаем,t͡ɕɪkajɪm
замыкаются,zəmɨkajʊt͡sə
бонист,bɐnʲist
самосвалы,səmɐsvaɫɨ
пятым,pʲatɨm
отбрасывавший,ɐdbrasɨvəfʂɨj
лоханулся,ɫəxɐnuɫs⁽ʲ⁾ə
горбылю,ɡərbɨlʲu
прибегнув,prʲɪbʲeɡnʊf
порабощением,pərəbɐɕːenʲɪjɪm
волосиками,vɐɫosʲɪkəmʲɪ
углубите,ʊɡɫʊbʲitʲe
зачитавший,zət͡ɕɪtafʂɨj
приросли,prʲɪrɐs⁽ʲ⁾lʲi
прояснят,prəjɪsʲnʲat
отметайте,ɐtmʲɪtajtʲe
оборванцу,ɐbɐrvant͡sʊ
одиннадцатилетний,ɐdʲinət͡sːɨtʲɪlʲetʲnʲɪj
похищал,pəxʲɪɕːaɫ
оргкомитете,orkːəmʲɪtʲetʲe
перегревам,pʲɪrʲɪɡrʲevəm
бабником,babnʲɪkəm
сыночке,sɨnot͡ɕkʲe
перечащий,pʲɪrʲet͡ɕɪɕːɪj
рекорда,rʲɪkordə
распахивая,rɐspaxʲɪvəjə
обжаривать,ɐbʐarʲɪvətʲ
растёрло,rɐsʲtʲɵrɫə
задворки,zɐdvorkʲɪ
ухаживаниями,ʊxaʐɨvənʲɪjəmʲɪ
аболиционисты,ɐbəlʲɪt͡sɨɐnʲistɨ
согнулось,sɐɡnuɫəsʲ
толчками,tɐɫt͡ɕkamʲɪ
сотрусь,sɐtrusʲ
комплекциями,kɐmplʲekt͡sɨjəmʲɪ
участнике,ʊt͡ɕæsʲnʲɪkʲe
вывоженный,vɨvəʐɨnːɨj
посапываем,pɐsapɨvəjɪm
висмутов,vʲismʊtəf
толстячке,təɫs⁽ʲ⁾tʲɪt͡ɕkʲe
причитаний,prʲɪt͡ɕɪtanʲɪj
ольхам,olʲxəm
красильщике,krɐsʲilʲɕːɪkʲe
потеснились,pətʲɪsʲnʲilʲɪsʲ
всполошимся,fspəɫɐʂɨmsʲə
префекты,prʲɪfʲektɨ
шут,ʂut
финансируетесь,fʲɪnɐn⁽ʲ⁾sʲirʊjɪtʲɪsʲ
синергиею,sʲɪnɨrɡʲijɪjʊ
расколов,rɐskoɫəf
остальными,ɐstɐlʲnɨmʲɪ
прозябаете,prəzʲɪbajɪtʲe
ванкувера,vɐnkuvʲɪrə
словесна,sɫɐvʲesnə
затворив,zətvɐrʲif
неспособности,nʲɪspɐsobnəsʲtʲɪ
строительницами,strɐitʲɪlʲnʲɪt͡səmʲɪ
льстецам,lʲsʲtʲɪt͡sam
трамплином,trɐmplʲinəm
ястребами,jastrʲɪbəmʲɪ
изранил,ɪzranʲɪɫ
культивирование,kʊlʲtʲɪvʲirəvənʲɪje
миллиардера,mʲɪlʲɪɐrdʲerə
альтов,ɐlʲtof
преподавательниц,prʲɪpədɐvatʲɪlʲnʲɪt͡s
размягчите,rəzmʲɪxt͡ɕitʲe
рожон,rɐʐon
принюхивайтесь,prʲɪnʲʉxʲɪvəjtʲɪsʲ
профоргах,prɐforɡəx
сдыхавший,zdɨxafʂɨj
прикрывая,prʲɪkrɨvajə
радикальны,rədʲɪkalʲnɨ
иностранный,ɪnɐstranːɨj
колка,kɐɫka
диспутировать,dʲɪspʊtʲirəvətʲ
возглавлявши,vəzɡɫɐvlʲafʂɨ
прогибали,prəɡʲɪbalʲɪ
подельником,pɐdʲelʲnʲɪkəm
автостоянках,aftəstɐjankəx
коптильнею,kɐptʲilʲnʲɪjʊ
пробудим,prɐbudʲɪm
воспитаниях,vəspʲɪtanʲɪjəx
сроемся,srojɪmsʲə
блокбастерам,bɫɐɡbasʲtʲɪrəm
сшивателях,ʂːɨvatʲɪlʲəx
выстроив,vɨstrəɪf
потупили,pɐtupʲɪlʲɪ
вехах,vʲexəx
бердышу,bʲɪrdɨʂu
вкусе,fkusʲe
насылаемый,nəsɨɫajɪmɨj
преувеличению,prʲɪʊvʲɪlʲɪt͡ɕenʲɪjʊ
узурпируем,ʊzʊrpʲirʊjɪm
вселяет,fsʲɪlʲæjɪt
обращающийся,ɐbrɐɕːæjʉɕːɪjsʲə
транспортируем,trənspɐrtʲirʊjɪm
взысканиями,vzɨskanʲɪjəmʲɪ
пробирались,prəbʲɪralʲɪsʲ
поселяло,pəsʲɪlʲaɫə
заплёвывав,zɐplʲɵvɨvəf
раскраду,rəskrɐdu
осоке,ɐsokʲe
надъедайте,nədjɪdajtʲe
антиквар,ɐnʲtʲɪkvar
померкни,pɐmʲerknʲɪ
наклонялась,nəkɫɐnʲaɫəsʲ
стрепетом,strʲepʲɪtəm
средневековьям,srʲɪdʲnʲɪvʲɪkov⁽ʲ⁾jəm
горнила,ɡɐrnʲiɫə
безропотно,bʲɪzropətnə
казнях,kazʲnʲəx
пушкою,puʂkəjʊ
помножит,pɐmnoʐɨt
фуражей,fʊrɐʐɛj
высвечиваете,vɨsvʲet͡ɕɪvəjɪtʲe
сосчитаешься,səɕːɪtajɪʂsʲə
дебютантам,dʲɪbʲʊtantəm
церию,t͡sɛrʲɪjʊ
правдоподобие,prəvdəpɐdobʲɪje
тональный,tɐnalʲnɨj
увенчивался,ʊvʲenʲt͡ɕɪvəɫs⁽ʲ⁾ə
ирги,ɪrɡʲi
затевавши,zətʲɪvafʂɨ
неофашизм,nʲɪəfɐʂɨzm
приспосабливавши,prʲɪspɐsablʲɪvəfʂɨ
духам,duxəm
критикой,krʲitʲɪkəj
перенаправлении,pʲɪrʲɪnəprɐvlʲenʲɪɪ
кремль,krʲemlʲ
приостановили,prʲɪəstənɐvʲilʲɪ
предвкушал,prʲɪtfkʊʂaɫ
облётывав,ɐblʲɵtɨvəf
пеняйте,pʲɪnʲæjtʲe
визгам,vʲizɡəm
брюзжать,brʲʉʑːætʲ
визы,vʲizɨ
концессий,kɐnt͡sɛsʲːɪj
майдан,mɐjdan
автоматчиком,ɐftɐmat͡ɕːɪkəm
иголкам,ɪɡoɫkəm
огоньку,ɐɡɐnʲku
прозорливый,prəzɐrlʲivɨj
написанием,nəpʲɪsanʲɪjɪm
фрегатом,frʲɪɡatəm
вывёртывай,vɨvʲɵrtɨvəj
обосновываем,ɐbɐsnovɨvəjɪm
укрывать,ʊkrɨvatʲ
выстояла,vɨstəjɪɫə
слывёте,sɫɨvʲɵtʲe
трёхлетие,trʲɵxlʲetʲɪje
стыдив,stɨdʲif
курянине,kʊrʲænʲɪnʲe
толкованный,tɐɫkovənːɨj
стартапами,stɐrtapəmʲɪ
апостилем,ɐpɐsʲtʲilʲɪm
ощупываете,ɐɕːupɨvəjɪtʲe
арфы,arfɨ
достойна,dɐstojnə
подговорило,pədɡəvɐrʲiɫə
разжимайте,rəʐːɨmajtʲe
вяжет,vʲaʐɨt
нищетой,nʲɪɕːɪtoj
льются,lʲjut͡sːə
скорблю,skɐrblʲu
ускользало,ʊskɐlʲzaɫə
заразитесь,zərɐzʲitʲɪsʲ
засунули,zɐsunʊlʲɪ
засильем,zɐsʲilʲjɪm
перевалить,pʲɪrʲɪvɐlʲitʲ
пошевелятся,pəʂɨvʲelʲət͡sə
финиками,fʲinʲɪkəmʲɪ
проведённый,prəvʲɪdʲɵnːɨj
рассеются,rɐsʲːejʊt͡sə
цыплёнка,t͡sɨplʲɵnkə
приезжаешь,prʲɪjɪʐːajɪʂ
переводчиками,pʲɪrʲɪvot͡ɕːɪkəmʲɪ
оперируем,ɐpʲɪrʲirʊjɪm
поводырю,pəvədɨrʲu
обличаем,ɐblʲɪt͡ɕæjɪm
налогоплательщику,nɐɫoɡəpɫɐtʲelʲɕːɪkʊ
шофёра,ʂɐfʲɵrə
антифашисткам,anʲtʲɪfɐʂɨstkəm
шантажист,ʂəntɐʐɨst
разглашённый,rəzɡɫɐʂonːɨj
тряпочка,trʲapət͡ɕkə
поскребу,pəskrʲɪbu
наледями,nəlʲɪdʲæmʲɪ
издольщиками,ɪzdolʲɕːɪkəmʲɪ
палеоантропологию,pəlʲɪɐɐntrəpɐɫoɡʲɪjʊ
стрелочках,strʲeɫət͡ɕkəx
ауры,aʊrɨ
лягает,lʲɪɡajɪt
глядится,ɡlʲɪdʲit͡sːə
специализировалась,spʲɪt͡sɨəlʲɪzʲirəvəɫəsʲ
приморий,prʲɪmorʲɪj
мечтателем,mʲɪt͡ɕtatʲɪlʲɪm
кладенцу,kɫədʲɪnt͡su
охуел,ɐxʊjeɫ
отделались,ɐdʲːeɫəlʲɪsʲ
невезение,nʲɪvʲɪzʲenʲɪje
ретируются,rʲɪtʲɪrujʊt͡sə
вышивав,vɨʂɨvaf
гармонизациям,ɡərmənʲɪzat͡sɨjəm
неловкостями,nʲɪɫofkəsʲtʲəmʲɪ
стряпне,strʲɪpnʲe
винти,vʲɪnʲtʲi
опечатавши,ɐpʲɪt͡ɕatəfʂɨ
преуменьшавши,prʲɪʊmʲɪnʲʂafʂɨ
бросающий,brɐsajʉɕːɪj
беспристрастней,bʲɪsprʲɪstrasʲnʲɪj
былички,bɨlʲit͡ɕkʲɪ
антипсихотикам,anʲtʲɪpsʲɪxotʲɪkəm
прожектах,prɐʐɛktəx
оглохнет,ɐɡɫoxnʲɪt
затиший,zɐtʲiʂɨj
плодился,pɫɐdʲiɫs⁽ʲ⁾ə
категорично,kətʲɪɡɐrʲit͡ɕnə
наелись,nɐjelʲɪsʲ
расположите,rəspəɫɐʐɨtʲe
расходом,rɐsxodəm
скрывавшись,skrɨvafʂɨsʲ
несёшься,nʲɪsʲɵʂsʲə
засоряете,zəsɐrʲæjɪtʲe
сощуриться,sɐɕːʉrʲɪt͡sə
признают,prʲɪznɐjut
деющий,dʲejʉɕːɪj
отделывалось,ɐdʲːeɫɨvəɫəsʲ
милочков,mʲɪɫot͡ɕkəf
засовали,zəsɐvalʲɪ
танцовщицы,tɐnt͡sofɕːɪt͡sɨ
позвав,pɐzvaf
постправдою,postpravdəjʊ
радиопромышленностью,radʲɪəprɐmɨʂlʲɪnːəsʲtʲjʊ
киприотках,kʲɪprʲɪotkəx
изувечивала,ɪzʊvʲet͡ɕɪvəɫə
вымрешь,vɨmrʲɪʂ
прыская,prɨskəjə
озолотите,ɐzəɫɐtʲitʲe
полуметры,poɫʊmʲetrɨ
тушканчики,tʊʂkanʲt͡ɕɪkʲɪ
посрать,pɐsratʲ
малолетнему,məɫɐlʲetʲnʲɪmʊ
склеп,sklʲep
крёстная,krʲɵsnəjə
услужили,ʊsɫʊʐɨlʲɪ
войскам,vɐjskam
микроскопиею,mʲɪkrəskɐpʲijɪjʊ
пролетариатам,prəlʲɪtərʲɪatəm
поумневший,pəʊmnʲefʂɨj
манифестов,mənʲɪfʲestəf
поручался,pərʊt͡ɕaɫs⁽ʲ⁾ə
увлекало,ʊvlʲɪkaɫə
заменял,zəmʲɪnʲaɫ
ссутулит,sːʊtulʲɪt
возмещавши,vəzmʲɪɕːafʂɨ
пересекаемый,pʲɪrʲɪsʲɪkajɪmɨj
завладеваю,zəvɫədʲɪvajʊ
отдельна,ɐdʲːelʲnə
дисплеев,dʲɪsplʲejɪf
силиться,sʲilʲɪt͡sə
полазив,pɐɫazʲɪf
усмирив,ʊsmʲɪrʲif
приручали,prʲɪrʊt͡ɕælʲɪ
шпагах,ʂpaɡəx
вмазываемый,vmazɨvəjɪmɨj
перемежился,pʲɪrʲɪmʲɪʐɨɫs⁽ʲ⁾ə
паразитов,pərɐzʲitəf
финансист,fʲɪnɐn⁽ʲ⁾sʲist
энергосбережения,ɪnɛrɡəzbʲɪrʲɪʐɛnʲɪjə
переделаем,pʲɪrʲɪdʲeɫəjɪm
потешаешься,pətʲɪʂajɪʂsʲə
бондарням,bɐndarnʲəm
пересекся,pʲɪrʲɪsʲeksʲə
набоб,nɐbop
заметая,zəmʲɪtajə
обставливают,ɐpstavlʲɪvəjʊt
разоряетесь,rəzɐrʲæjɪtʲɪsʲ
завяжете,zɐvʲaʐɨtʲe
выделившись,vɨdʲɪlʲɪfʂɨsʲ
одиноких,ɐdʲɪnokʲɪx
начитается,nət͡ɕɪtajɪt͡sə
появлениями,pəjɪvlʲenʲɪjəmʲɪ
засушивая,zɐsuʂɨvəjə
бухнём,bʊxnʲɵm
луганщина,ɫʊɡanʲɕːɪnə
приятельницы,prʲɪjætʲɪlʲnʲɪt͡sɨ
мечта,mʲɪt͡ɕta
гудение,ɡʊdʲenʲɪje
красноречиях,krəsnɐrʲet͡ɕɪjəx
приживальщиками,prʲɪʐɨvalʲɕːɪkəmʲɪ
любвеобильный,lʲʉbʲvʲɪɐbʲilʲnɨj
грабли,ɡrablʲɪ
рощами,roɕːəmʲɪ
разложившийся,rəzɫɐʐɨfʂɨjsʲə
фагоцитах,fəɡɐt͡sɨtəx
вскакивавший,fskakʲɪvəfʂɨj
отпитый,otpʲɪtɨj
самолично,səmɐlʲit͡ɕnə
проскакивая,prɐskakʲɪvəjə
смет,smʲet
таджикский,tɐd͡ʐʐɨkskʲɪj
копом,kopəm
неоны,nʲɪonɨ
целлофане,t͡sɨɫɐfanʲe
истощаю,ɪstɐɕːæjʊ
стекольщикам,sʲtʲɪkolʲɕːɪkəm
формулировавшись,fərmʊlʲirəvəfʂɨsʲ
кегельбан,kʲɪɡʲɪlʲban
протискивающийся,prɐtʲiskʲɪvəjʉɕːɪjsʲə
различавший,rəz⁽ʲ⁾lʲɪt͡ɕafʂɨj
свезя,svʲɪzʲa
космонавтика,kəsmɐnaftʲɪkə
идеализируя,ɪdʲɪəlʲɪzʲirʊjə
произволом,prəɪzvoɫəm
упестряется,ʊpʲɪstrʲæjɪt͡sə
противовесам,prətʲɪvɐvʲesəm
спектроскопиях,spʲɪktrəskɐpʲijəx
подарили,pədɐrʲilʲɪ
клепсидру,klʲɪpsʲidrʊ
кредиторе,krʲɪdʲɪtorʲe
аблаутами,ɐbɫaʊtəmʲɪ
отклонитесь,ɐtkɫɐnʲitʲɪsʲ
отмывавшись,ɐtmɨvafʂɨsʲ
развлекаем,rəzvlʲɪkajɪm
зеленейшему,zʲɪlʲɪnʲejʂɨmʊ
канут,kanʊt
фабричных,fɐbrʲit͡ɕnɨx
шатала,ʂɐtaɫə
паясничает,pɐjæsʲnʲɪt͡ɕɪjɪt
испольщиках,ɪspolʲɕːɪkəx
растаптываем,rɐstaptɨvəjɪm
тылу,tɨɫu
ропоту,ropətʊ
планёров,pɫɐnʲɵrəf
старинным,stɐrʲinːɨm
модельерам,mədɨlʲjerəm
маэстро,mɐɛstrə
сканера,skanʲɪrə
курчатовиях,kʊrt͡ɕɪtovʲɪjəx
гектаров,ɡʲɪktarəf
похитишь,pɐxʲitʲɪʂ
шея,ʂɛjə
саванну,sɐvanːʊ
самокатах,səmɐkatəx
шпионило,ʂpʲɪonʲɪɫə
накатываемый,nɐkatɨvəjɪmɨj
канделою,kɐndɛɫəjʊ
перебегавши,pʲɪrʲɪbʲɪɡafʂɨ
продвинулось,prɐdvʲinʊɫəsʲ
заслуживает,zɐsɫuʐɨvəjɪt
вздёргивавшийся,vzʲdʲɵrɡʲɪvəfʂɨjsʲə
планетам,pɫɐnʲetəm
можжевельники,məʐːɨvʲelʲnʲɪkʲɪ
поручителей,pərʊt͡ɕitʲɪlʲɪj
ассоциировавшись,ɐsət͡sɨirəvəfʂɨsʲ
обкомом,ɐpkoməm
рефинансировало,rʲefʲɪnɐn⁽ʲ⁾sʲirəvəɫə
распиливаемый,rɐspʲilʲɪvəjɪmɨj
черствы,t͡ɕɪrstvɨ
мадаполамов,mədəpɐɫaməf
энергосистемы,ɪnɛrɡəsʲɪsʲtʲemɨ
сотряслись,sətrʲɪs⁽ʲ⁾lʲisʲ
подбодрят,pədbɐdrʲat
петляет,pʲɪtlʲæjɪt
тенью,tʲenʲjʊ
росточка,rɐstot͡ɕkə
притупляешь,prʲɪtʊplʲæjɪʂ
горбящийся,ɡorbʲɪɕːɪjsʲə
вычеркай,vɨt͡ɕɪrkəj
солом,sɐɫom
печёт,pʲɪt͡ɕɵt
обтереть,ɐptʲɪrʲetʲ
подойду,pədɐjdu
отваживался,ɐtvaʐɨvəɫs⁽ʲ⁾ə
акушеркам,ɐkʊʂɛrkəm
схему,sxʲemʊ
ортодоксиях,ɐrtɐdoksʲɪjəx
неизбежен,nʲɪɪzbʲeʐɨn
вывозит,vɨvəzʲɪt
сочинили,sət͡ɕɪnʲilʲɪ
помалкиваю,pɐmaɫkʲɪvəjʊ
размышлению,rəzmɨʂlʲenʲɪjʊ
малосольный,məɫɐsolʲnɨj
урывают,ʊrɨvajʊt
упорядочивает,ʊpɐrʲadət͡ɕɪvəjɪt
отдёрнуть,ɐdʲːɵrnʊtʲ
обезвреживают,ɐbʲɪzvrʲeʐɨvəjʊt
аджикам,ɐd͡ʐʐɨkəm
обменивала,ɐbmʲenʲɪvəɫə
проблеск,problʲɪsk
сажают,sɐʐajʊt
единорога,jɪdʲɪnɐroɡə
амброзиям,ɐmbrozʲɪjəm
проверчивающий,prɐvʲert͡ɕɪvəjʉɕːɪj
оценщики,ɐt͡sɛnʲɕːɪkʲɪ
куклы,kukɫɨ
вальцах,vɐlʲt͡sax
маркёры,mɐrkʲɵrɨ
бортика,bortʲɪkə
женил,ʐɨnʲiɫ
посевных,pəsʲɪvnɨx
индейцах,ɪnʲdʲejt͡səx
гравиям,ɡravʲɪjəm
осложнялись,ɐsɫɐʐnʲælʲɪsʲ
дуатлоны,dʊɐtɫonɨ
ракитами,rɐkʲitəmʲɪ
полиомиелит,polʲɪəmʲɪjɪlʲit
абсолютизму,ɐpsəlʲʉtʲizmʊ
якорям,jɪkɐrʲam
оповещений,ɐpəvʲɪɕːenʲɪj
венгров,vʲenɡrəf
лесниною,lʲɪsʲnʲinəjʊ
суды,sʊdɨ
комментируешь,kəmʲɪnʲtʲirʊjɪʂ
машей,maʂɨj
ладьях,ɫɐdʲjax
градоначальники,ɡrədənɐt͡ɕælʲnʲɪkʲɪ
перебору,pʲɪrʲɪborʊ
эксплуатируясь,ɪkspɫʊɐtʲirʊjɪsʲ
сдачами,zdat͡ɕəmʲɪ
семнадцатиугольником,sʲɪmnat͡sːɨtʲɪʊɡolʲnʲɪkəm
овне,ɐvnʲe
разлучаемый,rəzɫʊt͡ɕæjɪmɨj
черемшами,t͡ɕɪrʲɪmʂamʲɪ
ревенём,rʲɪvʲɪnʲɵm
барду,bardʊ
